"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
214,2.00,"WTU",764.00,32530.00,84637.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron salishii","Erigeron","salishii","G.W. Douglas & Packer",,,,,,,,1.00,"Steve Hahn",,"Jul",2005.00,"Douglas and Packer 1988 Can. J. Bot. 66:414",,"Steve Hahn",,"1339",,"1339","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area.  South side of Rennie Peak.  Approximately 200 meters from summit at 211 degrees.",7597.00,,2316.00,,48.00,23.01,0.00,"N",120.00,35.33,0.00,"W",,,"GPS reading",10.00,678513.52,5361751.69,"WGS 84",,"Calc. from Lat-Long",,,,,"Matrix of talus boulders covered with lichens,  interspersed among areas of sand and gravel derived from granite boulders.  No trees! Above treeline.  Aspect 211 degrees.  Slope of 2-12 degrees.","Occurs in gravel - sand substrate derived from granite rock.  Full sun.  Occasional in the immediate vicinity.  Flowers lavender.",,"Native","Flowering","Sensitive","{60187C02-B3F3-4774-A1E1-3A4EE712CFE7}",678513.51,5361751.68,"NAD83","OK","Natalya Antonova"
215,1.00,"NOCA",764.00,32531.00,84641.00,,"2005 North Cascades National Park Foray","Caryophyllaceae","Silene suksdorfii","Silene","suksdorfii","Robins.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Steve Hahn",,"1340",,"1340","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area.  South side of Rennie Peak.  Approximately 200 meters from summit at 211 degrees.",7597.00,,2316.00,,48.00,23.01,0.00,"N",120.00,35.33,0.00,"W",,,"GPS reading",10.00,678513.52,5361751.69,"WGS 84",,"Calc. from Lat-Long",,,,,"Matrix of talus boulders covered with lichens,  interspersed among areas of sand and gravel derived from granite boulders.  No trees! Above treeline.  Aspect 211 degrees.  Slope of 2-12 degrees.","Occurs on mineral soil in clumps with Carex clumps and cryptogams.  Leaves very caespitose.  Full sun.",,"Native","Flowering",,"{60187C02-B3F3-4774-A1E1-3A4EE712CFE7}",678513.51,5361751.68,"NAD83","OK","Natalya Antonova"
216,2.00,"WTU",764.00,32532.00,84641.00,,"2005 North Cascades National Park Foray","Caryophyllaceae","Silene suksdorfii","Silene","suksdorfii","Robins.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Steve Hahn",,"1340",,"1340","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area.  South side of Rennie Peak.  Approximately 200 meters from summit at 211 degrees.",7597.00,,2316.00,,48.00,23.01,0.00,"N",120.00,35.33,0.00,"W",,,"GPS reading",10.00,678513.52,5361751.69,"WGS 84",,"Calc. from Lat-Long",,,,,"Matrix of talus boulders covered with lichens,  interspersed among areas of sand and gravel derived from granite boulders.  No trees! Above treeline.  Aspect 211 degrees.  Slope of 2-12 degrees.","Occurs on mineral soil in clumps with Carex clumps and cryptogams.  Leaves very caespitose.  Full sun.",,"Native","Flowering",,"{60187C02-B3F3-4774-A1E1-3A4EE712CFE7}",678513.51,5361751.68,"NAD83","OK","Natalya Antonova"
217,1.00,"NOCA",764.00,32533.00,84642.00,,"2005 North Cascades National Park Foray","Ericaceae","Ledum glandulosum var. glandulosum","Ledum","glandulosum","Nutt.","var.","glandulosum",,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Steve Hahn",,"1341",,"1341","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area.  South side of Rennie Peak.  Approximately 200 meters from summit at 211 degrees.",7597.00,,2316.00,,48.00,23.01,0.00,"N",120.00,35.33,0.00,"W",,,"GPS reading",10.00,678513.52,5361751.69,"WGS 84",,"Calc. from Lat-Long",,,,,"Matrix of talus boulders covered with lichens,  interspersed among areas of sand and gravel derived from granite boulders.  No trees! Above treeline.  Aspect 211 degrees.  Slope of 2-12 degrees.","Small clumps of shrubs concentrated in gaps between talus.  Full sun.  4-5 decimeter tall.",,"Native","Flowering & Fruiting",,"{60187C02-B3F3-4774-A1E1-3A4EE712CFE7}",678513.51,5361751.68,"NAD83","OK","Natalya Antonova"
218,2.00,"WTU",764.00,32534.00,84642.00,,"2005 North Cascades National Park Foray","Ericaceae","Ledum glandulosum var. glandulosum","Ledum","glandulosum","Nutt.","var.","glandulosum",,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Steve Hahn",,"1341",,"1341","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area.  South side of Rennie Peak.  Approximately 200 meters from summit at 211 degrees.",7597.00,,2316.00,,48.00,23.01,0.00,"N",120.00,35.33,0.00,"W",,,"GPS reading",10.00,678513.52,5361751.69,"WGS 84",,"Calc. from Lat-Long",,,,,"Matrix of talus boulders covered with lichens,  interspersed among areas of sand and gravel derived from granite boulders.  No trees! Above treeline.  Aspect 211 degrees.  Slope of 2-12 degrees.","Small clumps of shrubs concentrated in gaps between talus.  Full sun.  4-5 decimeter tall.",,"Native","Flowering & Fruiting",,"{60187C02-B3F3-4774-A1E1-3A4EE712CFE7}",678513.51,5361751.68,"NAD83","OK","Natalya Antonova"
219,1.00,"NOCA",764.00,32535.00,84645.00,,"2005 North Cascades National Park Foray","Pinaceae","Picea engelmannii","Picea","engelmannii","Parry",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Steve Hahn",,"1342",,"1342","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area.  South side of Rennie Peak.  Approximately 200 meters from summit at 211 degrees.",7597.00,,2316.00,,48.00,23.01,0.00,"N",120.00,35.33,0.00,"W",,,"GPS reading",10.00,678513.52,5361751.69,"WGS 84",,"Calc. from Lat-Long",,,,,"Matrix of talus boulders covered with lichens,  interspersed among areas of sand and gravel derived from granite boulders.  No trees! Above treeline.  Aspect 211 degrees.  Slope of 2-12 degrees.","Krummholtz trees at tree line.",,"Native","Fertile",,"{60187C02-B3F3-4774-A1E1-3A4EE712CFE7}",678513.51,5361751.68,"NAD83","OK","Natalya Antonova"
220,2.00,"WTU",764.00,32536.00,84645.00,,"2005 North Cascades National Park Foray","Pinaceae","Picea engelmannii","Picea","engelmannii","Parry",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Steve Hahn",,"1342",,"1342","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area.  South side of Rennie Peak.  Approximately 200 meters from summit at 211 degrees.",7597.00,,2316.00,,48.00,23.01,0.00,"N",120.00,35.33,0.00,"W",,,"GPS reading",10.00,678513.52,5361751.69,"WGS 84",,"Calc. from Lat-Long",,,,,"Matrix of talus boulders covered with lichens,  interspersed among areas of sand and gravel derived from granite boulders.  No trees! Above treeline.  Aspect 211 degrees.  Slope of 2-12 degrees.","Krummholtz trees at tree line.",,"Native","Fertile",,"{60187C02-B3F3-4774-A1E1-3A4EE712CFE7}",678513.51,5361751.68,"NAD83","OK","Natalya Antonova"
221,1.00,"NOCA",764.00,32537.00,84647.00,,"2005 North Cascades National Park Foray","Pteridaceae","Cryptogramma cascadensis","Cryptogramma","cascadensis","E.R. Alverson",,,,,,,,1.00,"Ben Legler","8","Dec",2005.00,"FNA vol. 2",,"Steve Hahn",,"1343",,"1343","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area. Southwest side of Rennie Peak.",7375.00,,2248.00,,48.00,23.03,0.00,"N",120.00,35.49,0.00,"W",,,"GPS reading",10.00,678310.23,5361774.96,"WGS 84",,"Calc. from Lat-Long","33N","18E","10",,"Very steep, unstable slope composed of bedrock and large to small talus boulders.  Rock is very erosive.  Plants are relegated to sites above stable rocks or at the base of bedrock outcrops.  trees scattered patchy Abies, Pinus, Larix.  Aspect 222 degrees","Petiole bases last years. Wedged into tiny cracks of bedrock, partial sun, occasional.",,"Native","Fertile",,"{DDEE0CE8-8571-4257-B948-187962192DA5}",678310.22,5361774.95,"NAD83","OK","Natalya Antonova"
222,2.00,"WTU",764.00,32538.00,84647.00,,"2005 North Cascades National Park Foray","Pteridaceae","Cryptogramma cascadensis","Cryptogramma","cascadensis","E.R. Alverson",,,,,,,,1.00,"Ben Legler","8","Dec",2005.00,"FNA vol. 2",,"Steve Hahn",,"1343",,"1343","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area. Southwest side of Rennie Peak.",7375.00,,2248.00,,48.00,23.03,0.00,"N",120.00,35.49,0.00,"W",,,"GPS reading",10.00,678310.23,5361774.96,"WGS 84",,"Calc. from Lat-Long","33N","18E","10",,"Very steep, unstable slope composed of bedrock and large to small talus boulders.  Rock is very erosive.  Plants are relegated to sites above stable rocks or at the base of bedrock outcrops.  trees scattered patchy Abies, Pinus, Larix.  Aspect 222 degrees","Petiole bases last years. Wedged into tiny cracks of bedrock, partial sun, occasional.",,"Native","Fertile",,"{DDEE0CE8-8571-4257-B948-187962192DA5}",678310.22,5361774.95,"NAD83","OK","Natalya Antonova"
223,1.00,"NOCA",764.00,32539.00,84650.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus ssp. callianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Steve Hahn",,"1344",,"1344","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area. Southwest side of Rennie Peak.",7375.00,,2248.00,,48.00,23.03,0.00,"N",120.00,35.49,0.00,"W",,,"GPS reading",10.00,678310.23,5361774.96,"WGS 84",,"Calc. from Lat-Long","33N","18E","10",,"Very steep, unstable slope composed of bedrock and large to small talus boulders.  Rock is very erosive.  Plants are relegated to sites above stable rocks or at the base of bedrock outcrops.  trees scattered patchy Abilas, Pinalb, Larlya.  Aspect 222 degr","Flowers purple to lavender. Grows on small uphill benches. Ocassional.",,"Native","Flowering",,"{DDEE0CE8-8571-4257-B948-187962192DA5}",678310.22,5361774.95,"NAD83","OK","Natalya Antonova"
224,2.00,"WTU",764.00,32540.00,84650.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus ssp. callianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Steve Hahn",,"1344",,"1344","Rich Gwozdz, Lindsey Hamilton, Laura Potash",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex.  Lake Chelan National Recreation Area. Southwest side of Rennie Peak.",7375.00,,2248.00,,48.00,23.03,0.00,"N",120.00,35.49,0.00,"W",,,"GPS reading",10.00,678310.23,5361774.96,"WGS 84",,"Calc. from Lat-Long","33N","18E","10",,"Very steep, unstable slope composed of bedrock and large to small talus boulders.  Rock is very erosive.  Plants are relegated to sites above stable rocks or at the base of bedrock outcrops.  trees scattered patchy Abilas, Pinalb, Larlya.  Aspect 222 degr","Flowers purple to lavender. Grows on small uphill benches. Ocassional.",,"Native","Flowering",,"{DDEE0CE8-8571-4257-B948-187962192DA5}",678310.22,5361774.95,"NAD83","OK","Natalya Antonova"
225,1.00,"NOCA",764.00,32541.00,84654.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Penstemon procerus var. tolmiei","Penstemon","procerus","Dougl.","var.","tolmiei","(Hook.) Cronq.",,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C",,"Lindsey Hamilton",,"1",,"1","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Flowers blue to violet.  Mat forming, rhizomatous.  Partial shaded from Pinalb.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
226,2.00,"WTU",764.00,32542.00,84654.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Penstemon procerus var. tolmiei","Penstemon","procerus","Dougl.","var.","tolmiei","(Hook.) Cronq.",,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C",,"Lindsey Hamilton",,"1",,"1","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Flowers blue to violet.  Mat forming, rhizomatous.  Partial shaded from Pinalb.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
227,1.00,"NOCA",764.00,32543.00,84677.00,,"2005 North Cascades National Park Foray","Saxifragaceae","Saxifraga tolmiei var. tolmiei","Saxifraga","tolmiei","T. & G.","var.","tolmiei",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Lindsey Hamilton",,"2",,"2","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Rhizomatous.  Forms dense mats.  Red anthers white petals.  Common on steep mineral soil.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
228,2.00,"WTU",764.00,32544.00,84677.00,,"2005 North Cascades National Park Foray","Saxifragaceae","Saxifraga tolmiei var. tolmiei","Saxifraga","tolmiei","T. & G.","var.","tolmiei",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Lindsey Hamilton",,"2",,"2","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Rhizomatous.  Forms dense mats.  Red anthers white petals.  Common on steep mineral soil.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
229,1.00,"NOCA",764.00,32545.00,84687.00,,"2005 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Lindsey Hamilton",,"3",,"3","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Rhizomatous, blue-green leaves.  Scattered patchy common.  partial sun. Branches Drooping.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
230,2.00,"WTU",764.00,32546.00,84687.00,,"2005 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Lindsey Hamilton",,"3",,"3","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Rhizomatous, blue-green leaves.  Scattered patchy common.  partial sun. Branches Drooping.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
231,3.00,"UBC",764.00,32547.00,84687.00,,"2005 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Lindsey Hamilton",,"3",,"3","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Rhizomatous, blue-green leaves.  Scattered patchy common.  partial sun. Branches Drooping.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
232,4.00,"To be determined",764.00,32548.00,84687.00,,"2005 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Lindsey Hamilton",,"3",,"3","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Rhizomatous, blue-green leaves.  Scattered patchy common.  partial sun. Branches Drooping.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
233,1.00,"NOCA",764.00,32549.00,84694.00,,"2005 North Cascades National Park Foray","Apiaceae","Lomatium brandegei","Lomatium","brandegei","(Coult. & Rose) Macbr.",,,,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Lindsey Hamilton",,"4",,"4","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Common.  Prefers cracks between rocks.  Partial sun.  Flowers yellow.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
234,2.00,"WTU",764.00,32550.00,84694.00,,"2005 North Cascades National Park Foray","Apiaceae","Lomatium brandegei","Lomatium","brandegei","(Coult. & Rose) Macbr.",,,,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Lindsey Hamilton",,"4",,"4","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Common.  Prefers cracks between rocks.  Partial sun.  Flowers yellow.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
235,1.00,"NOCA",764.00,32551.00,84698.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Penstemon davidsonii var. davidsonii","Penstemon","davidsonii","Greene","var.","davidsonii",,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C","Leaves fit this, even if geographic distribution.","Lindsey Hamilton",,"5",,"5","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Large rhizomatous mats.  Flowers Lilac purple.  partial sun.  Occasional.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
236,2.00,"WTU",764.00,32552.00,84698.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Penstemon davidsonii var. davidsonii","Penstemon","davidsonii","Greene","var.","davidsonii",,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C","Leaves fit this, even if geographic distribution.","Lindsey Hamilton",,"5",,"5","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Large rhizomatous mats.  Flowers Lilac purple.  partial sun.  Occasional.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
