"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number Numeric","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
203,2.00,"WTU",656.00,24422.00,32145.00,356731.00,"2003 North Cascades National Park Foray","Scrophulariaceae","Mimulus lewisii","Mimulus","lewisii","Pursh",,,,,,,,1.00,"David Giblin",19.00,"Sep",2003.00,,,"Sarah Gage",,7494.00,,"7494","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute vegetation (Alnus, Sorbus).  South facing slope.","Growing in wet ground near stream.  Corollas magenta-pink.  Plants hairy, slightly sticky.  Common.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
204,3.00,"UBC",656.00,24555.00,32145.00,356731.00,"2003 North Cascades National Park Foray","Scrophulariaceae","Mimulus lewisii","Mimulus","lewisii","Pursh",,,,,,,,1.00,"David Giblin",19.00,"Sep",2003.00,,,"Sarah Gage",,7494.00,,"7494","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute vegetation (Alnus, Sorbus).  South facing slope.","Growing in wet ground near stream.  Corollas magenta-pink.  Plants hairy, slightly sticky.  Common.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
205,1.00,"NOCA",656.00,24213.00,32146.00,356732.00,"2003 North Cascades National Park Foray","Valerianaceae","Valeriana sitchensis","Valeriana","sitchensis","Bong.",,,,,,,,1.00,"David Giblin",19.00,"Sep",2003.00,,,"Sarah Gage",,7496.00,,"7496","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute vegetation (Alnus, Sorbus).  South facing slope.","Flowers white.  Abundant in meadow, most past flowering.  Leaves somewhat succulent, stems fistulose.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
206,2.00,"WTU",656.00,24424.00,32146.00,356732.00,"2003 North Cascades National Park Foray","Valerianaceae","Valeriana sitchensis","Valeriana","sitchensis","Bong.",,,,,,,,1.00,"David Giblin",19.00,"Sep",2003.00,,,"Sarah Gage",,7496.00,,"7496","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute vegetation (Alnus, Sorbus).  South facing slope.","Flowers white.  Abundant in meadow, most past flowering.  Leaves somewhat succulent, stems fistulose.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
207,3.00,"UBC",656.00,24557.00,32146.00,356732.00,"2003 North Cascades National Park Foray","Valerianaceae","Valeriana sitchensis","Valeriana","sitchensis","Bong.",,,,,,,,1.00,"David Giblin",19.00,"Sep",2003.00,,,"Sarah Gage",,7496.00,,"7496","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute vegetation (Alnus, Sorbus).  South facing slope.","Flowers white.  Abundant in meadow, most past flowering.  Leaves somewhat succulent, stems fistulose.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
208,1.00,"NOCA",656.00,24210.00,32147.00,356730.00,"2003 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus","Erigeron","peregrinus","(Pursh) Greene",,,,,,,,1.00,"David Giblin",29.00,"Sep",2003.00,,,"Sarah Gage",,7493.00,,"7493","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.","Rays lavender, disks yellow.  Common.  Growing adjacent to stream.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
209,2.00,"WTU",656.00,24421.00,32147.00,356730.00,"2003 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus","Erigeron","peregrinus","(Pursh) Greene",,,,,,,,1.00,"David Giblin",29.00,"Sep",2003.00,,,"Sarah Gage",,7493.00,,"7493","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.","Rays lavender, disks yellow.  Common.  Growing adjacent to stream.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
210,3.00,"UBC",656.00,24554.00,32147.00,356730.00,"2003 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus","Erigeron","peregrinus","(Pursh) Greene",,,,,,,,1.00,"David Giblin",29.00,"Sep",2003.00,,,"Sarah Gage",,7493.00,,"7493","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.","Rays lavender, disks yellow.  Common.  Growing adjacent to stream.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
211,1.00,"NOCA",656.00,24215.00,32148.00,356733.00,"2003 North Cascades National Park Foray","Asteraceae","Aster engelmannii","Aster","engelmannii","(Eat.) Gray",,,,,,,,1.00,"David Giblin",29.00,"Sep",2003.00,,,"Sarah Gage",,7498.00,,"7498","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.","Rays light purple, rays yellow.  Somewhat past.  On drier slopes near stream.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
212,2.00,"WTU",656.00,24426.00,32148.00,356733.00,"2003 North Cascades National Park Foray","Asteraceae","Aster engelmannii","Aster","engelmannii","(Eat.) Gray",,,,,,,,1.00,"David Giblin",29.00,"Sep",2003.00,,,"Sarah Gage",,7498.00,,"7498","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.","Rays light purple, rays yellow.  Somewhat past.  On drier slopes near stream.",,"Native",,,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
213,1.00,"NOCA",656.00,24205.00,32149.00,356725.00,"2003 North Cascades National Park Foray","Orchidaceae","Platanthera stricta","Platanthera","stricta","Lindl.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,,,"Sarah Gage",,7488.00,,"7488","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Scattered along stream.  Flowers greenish-yellow, mostly past.  Stems somewhat succulent.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
214,2.00,"WTU",656.00,24416.00,32149.00,356725.00,"2003 North Cascades National Park Foray","Orchidaceae","Platanthera stricta","Platanthera","stricta","Lindl.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,,,"Sarah Gage",,7488.00,,"7488","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Scattered along stream.  Flowers greenish-yellow, mostly past.  Stems somewhat succulent.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
215,1.00,"NOCA",656.00,24207.00,32150.00,356727.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus mertensianus","Juncus","mertensianus","Bong.",,,,,,,,1.00,"David Giblin",8.00,"Oct",2003.00,,,"Sarah Gage",,7490.00,,"7490","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Heads dark brown.  Scattered along streamside.  Most not mature here.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
216,2.00,"WTU",656.00,24418.00,32150.00,356727.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus mertensianus","Juncus","mertensianus","Bong.",,,,,,,,1.00,"David Giblin",8.00,"Oct",2003.00,,,"Sarah Gage",,7490.00,,"7490","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Heads dark brown.  Scattered along streamside.  Most not mature here.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
217,1.00,"NOCA",656.00,24208.00,32151.00,356728.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus drummondii var. subtriflorus","Juncus","drummondii","E. Meyer","var.","subtriflorus","(Meyer) Hitchc.",,,,,1.00,"Steve Hahn",7.00,"Oct",2003.00,,,"Sarah Gage",,7491.00,,"7491","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Growing in clumps on drier parts of slope.  Stems wiry.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
218,2.00,"WTU",656.00,24419.00,32151.00,356728.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus drummondii var. subtriflorus","Juncus","drummondii","E. Meyer","var.","subtriflorus","(Meyer) Hitchc.",,,,,1.00,"Steve Hahn",7.00,"Oct",2003.00,,,"Sarah Gage",,7491.00,,"7491","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Growing in clumps on drier parts of slope.  Stems wiry.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
219,3.00,"UBC",656.00,24553.00,32151.00,356728.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus drummondii var. subtriflorus","Juncus","drummondii","E. Meyer","var.","subtriflorus","(Meyer) Hitchc.",,,,,1.00,"Steve Hahn",7.00,"Oct",2003.00,,,"Sarah Gage",,7491.00,,"7491","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Growing in clumps on drier parts of slope.  Stems wiry.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
220,1.00,"NOCA",656.00,24220.00,32152.00,356734.00,"2003 North Cascades National Park Foray","Saxifragaceae","Parnassia fimbriata","Parnassia","fimbriata","Konig.",,,,,,,,1.00,"David Giblin",1.00,"Oct",2003.00,,,"Sarah Gage",,7503.00,,"7503","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Petals white.  Growing in moist areas near stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
221,2.00,"WTU",656.00,24431.00,32152.00,356734.00,"2003 North Cascades National Park Foray","Saxifragaceae","Parnassia fimbriata","Parnassia","fimbriata","Konig.",,,,,,,,1.00,"David Giblin",1.00,"Oct",2003.00,,,"Sarah Gage",,7503.00,,"7503","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Petals white.  Growing in moist areas near stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
222,3.00,"UBC",656.00,24563.00,32152.00,356734.00,"2003 North Cascades National Park Foray","Saxifragaceae","Parnassia fimbriata","Parnassia","fimbriata","Konig.",,,,,,,,1.00,"David Giblin",1.00,"Oct",2003.00,,,"Sarah Gage",,7503.00,,"7503","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Petals white.  Growing in moist areas near stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
223,1.00,"NOCA",656.00,24276.00,32157.00,356927.00,"2003 North Cascades National Park Foray","Ericaceae","Kalmia microphylla","Kalmia","microphylla","(Hook.) Heller",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Jeff Walker",,113.00,,"113","Sharon Rodman, Nancy Job",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek wetland complex near headwaters.",5248.00,,1600.00,,48.00,33.73,0.00,"N",120.00,50.47,0.00,"W",,,"Field notes",10.00,659269.76,5381041.25,"WGS 84",,"Calc. from Lat-Long","35N","16E",3.00,,"Wet meadows with braided streams.","Common.  Most of stem beneath moss/soil, branches emerge above, most under 6"" tall.",,"Native",,,"{BDC9CD62-1200-42E9-A6A1-1D9AB4C8FF72}",659269.75,5381041.24,"NAD83","OK","Natalya Antonova"
224,2.00,"WTU",656.00,24481.00,32157.00,356927.00,"2003 North Cascades National Park Foray","Ericaceae","Kalmia microphylla","Kalmia","microphylla","(Hook.) Heller",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Jeff Walker",,113.00,,"113","Sharon Rodman, Nancy Job",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek wetland complex near headwaters.",5248.00,,1600.00,,48.00,33.73,0.00,"N",120.00,50.47,0.00,"W",,,"Field notes",10.00,659269.76,5381041.25,"WGS 84",,"Calc. from Lat-Long","35N","16E",3.00,,"Wet meadows with braided streams.","Common.  Most of stem beneath moss/soil, branches emerge above, most under 6"" tall.",,"Native",,,"{BDC9CD62-1200-42E9-A6A1-1D9AB4C8FF72}",659269.75,5381041.24,"NAD83","OK","Natalya Antonova"
225,3.00,"UBC",656.00,24596.00,32157.00,356927.00,"2003 North Cascades National Park Foray","Ericaceae","Kalmia microphylla","Kalmia","microphylla","(Hook.) Heller",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Jeff Walker",,113.00,,"113","Sharon Rodman, Nancy Job",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek wetland complex near headwaters.",5248.00,,1600.00,,48.00,33.73,0.00,"N",120.00,50.47,0.00,"W",,,"Field notes",10.00,659269.76,5381041.25,"WGS 84",,"Calc. from Lat-Long","35N","16E",3.00,,"Wet meadows with braided streams.","Common.  Most of stem beneath moss/soil, branches emerge above, most under 6"" tall.",,"Native",,,"{BDC9CD62-1200-42E9-A6A1-1D9AB4C8FF72}",659269.75,5381041.24,"NAD83","OK","Natalya Antonova"
226,1.00,"NOCA",656.00,24294.00,32158.00,356950.00,"2003 North Cascades National Park Foray","Liliaceae","Tofieldia glutinosa","Tofieldia","glutinosa","(Michx.) Pers.",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Jeff Walker",,131.00,,"131","Sharon Rodman, Nancy Job",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek wetland complex near headwaters.",5248.00,,1600.00,,48.00,33.73,0.00,"N",120.00,50.47,0.00,"W",,,"Field notes",10.00,659269.76,5381041.25,"WGS 84",,"Calc. from Lat-Long","35N","16E",3.00,,"Wet meadows with braided streams.","Red fruits, locally common, rhizomatous.",,"Native",,,"{BDC9CD62-1200-42E9-A6A1-1D9AB4C8FF72}",659269.75,5381041.24,"NAD83","OK","Natalya Antonova"
227,2.00,"WTU",656.00,24492.00,32158.00,356950.00,"2003 North Cascades National Park Foray","Liliaceae","Tofieldia glutinosa","Tofieldia","glutinosa","(Michx.) Pers.",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Jeff Walker",,131.00,,"131","Sharon Rodman, Nancy Job",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek wetland complex near headwaters.",5248.00,,1600.00,,48.00,33.73,0.00,"N",120.00,50.47,0.00,"W",,,"Field notes",10.00,659269.76,5381041.25,"WGS 84",,"Calc. from Lat-Long","35N","16E",3.00,,"Wet meadows with braided streams.","Red fruits, locally common, rhizomatous.",,"Native",,,"{BDC9CD62-1200-42E9-A6A1-1D9AB4C8FF72}",659269.75,5381041.24,"NAD83","OK","Natalya Antonova"
228,3.00,"UBC",656.00,24603.00,32158.00,356950.00,"2003 North Cascades National Park Foray","Liliaceae","Tofieldia glutinosa","Tofieldia","glutinosa","(Michx.) Pers.",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Jeff Walker",,131.00,,"131","Sharon Rodman, Nancy Job",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek wetland complex near headwaters.",5248.00,,1600.00,,48.00,33.73,0.00,"N",120.00,50.47,0.00,"W",,,"Field notes",10.00,659269.76,5381041.25,"WGS 84",,"Calc. from Lat-Long","35N","16E",3.00,,"Wet meadows with braided streams.","Red fruits, locally common, rhizomatous.",,"Native",,,"{BDC9CD62-1200-42E9-A6A1-1D9AB4C8FF72}",659269.75,5381041.24,"NAD83","OK","Natalya Antonova"
229,1.00,"NOCA",656.00,24331.00,32159.00,356906.00,"2003 North Cascades National Park Foray","Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Peter F. Zika",,18842.00,,"18842","Jim Duemmel, Walt Lockwood",23.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascades National Park.  1 air kilometer SE of Easy Pass.  Fisher Creek Basin.",5576.00,,1700.00,,48.00,33.00,0.00,"N",120.00,50.00,0.00,"W","WGS 84",,"Calc. from UTM",10.00,659654.00,5381082.00,,,"Field notes","35N","16E",3.00,,"Mossy banks of Fisher Creek and adjacent uplands among granite boulders.  Subalpine meadow in valley floor.","Occasional.  On granite boulders in dry meadow.",,"Native",,,"{2B4EBA52-B9A4-4AF7-8BEC-67A0B742F445}",659653.99,5381081.99,"NAD83","OK","Natalya Antonova"
230,2.00,"WTU",656.00,24519.00,32159.00,356906.00,"2003 North Cascades National Park Foray","Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Peter F. Zika",,18842.00,,"18842","Jim Duemmel, Walt Lockwood",23.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascades National Park.  1 air kilometer SE of Easy Pass.  Fisher Creek Basin.",5576.00,,1700.00,,48.00,33.00,0.00,"N",120.00,50.00,0.00,"W","WGS 84",,"Calc. from UTM",10.00,659654.00,5381082.00,,,"Field notes","35N","16E",3.00,,"Mossy banks of Fisher Creek and adjacent uplands among granite boulders.  Subalpine meadow in valley floor.","Occasional.  On granite boulders in dry meadow.",,"Native",,,"{2B4EBA52-B9A4-4AF7-8BEC-67A0B742F445}",659653.99,5381081.99,"NAD83","OK","Natalya Antonova"
231,3.00,"UBC",656.00,24617.00,32159.00,356906.00,"2003 North Cascades National Park Foray","Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,,,,,1.00,"David Giblin",18.00,"Sep",2003.00,,,"Peter F. Zika",,18842.00,,"18842","Jim Duemmel, Walt Lockwood",23.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascades National Park.  1 air kilometer SE of Easy Pass.  Fisher Creek Basin.",5576.00,,1700.00,,48.00,33.00,0.00,"N",120.00,50.00,0.00,"W","WGS 84",,"Calc. from UTM",10.00,659654.00,5381082.00,,,"Field notes","35N","16E",3.00,,"Mossy banks of Fisher Creek and adjacent uplands among granite boulders.  Subalpine meadow in valley floor.","Occasional.  On granite boulders in dry meadow.",,"Native",,,"{2B4EBA52-B9A4-4AF7-8BEC-67A0B742F445}",659653.99,5381081.99,"NAD83","OK","Natalya Antonova"
