"ID","Replicate Number","Destination Herbarium","NOCA Accession Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
151,1.00,"NOCA",656.00,12470.00,6228.00,,"2004 North Cascades National Park Forays","Juncaceae","Juncus ensifolius","Juncus","ensifolius","Wikst.",,,,,,,,1.00,"Sarah Gage",15.00,"Oct",2004.00,"FNA Vol. 22",,"Sarah Gage",,7625.00,,"7625","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, near McAlester Lake camp.",5496.00,,1676.00,,48.00,25.82,0.00,"N",120.00,40.58,0.00,"W","NAD 27",8.00,"GPS reading",10.00,671884.55,5366530.42,"NAD 27",8.00,"Calc. from Lat-Long",,,,,"Along trail.",,,"Native","Flowering",,"{23425624-8B66-4B64-8C37-4CB845E62A01}",671789.84,5366730.87,"NAD83","OK","Natalya Antonova"
152,1.00,"NOCA",656.00,12471.00,6229.00,,"2004 North Cascades National Park Forays","Asteraceae","Hieracium albertinum","Hieracium","albertinum","Farr",,,,,,,,1.00,"Sarah Gage",30.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7626.00,,"7626","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, circa 05.0 km NW from South Pass.",5412.00,,1650.00,,48.00,24.80,0.00,"N",120.00,38.90,0.00,"W",,,"GPS reading",10.00,674012.16,5364913.97,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry, open, south-facing grassy slope; Growing along trail.","Heads yellow.",,"Native","Flowering",,"{ED417A45-0220-4C78-B72B-908B580F4EF5}",674012.15,5364913.96,"NAD83","OK","Natalya Antonova"
153,2.00,"WTU",656.00,12472.00,6229.00,361924.00,"2004 North Cascades National Park Forays","Asteraceae","Hieracium albertinum","Hieracium","albertinum","Farr",,,,,,,,1.00,"Sarah Gage",30.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7626.00,,"7626","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, circa 05.0 km NW from South Pass.",5412.00,,1650.00,,48.00,24.80,0.00,"N",120.00,38.90,0.00,"W",,,"GPS reading",10.00,674012.16,5364913.97,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry, open, south-facing grassy slope; Growing along trail.","Heads yellow.",,"Native","Flowering",,"{ED417A45-0220-4C78-B72B-908B580F4EF5}",674012.15,5364913.96,"NAD83","OK","Natalya Antonova"
154,3.00,"UBC",656.00,12473.00,6229.00,,"2004 North Cascades National Park Forays","Asteraceae","Hieracium albertinum","Hieracium","albertinum","Farr",,,,,,,,1.00,"Sarah Gage",30.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7626.00,,"7626","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, circa 05.0 km NW from South Pass.",5412.00,,1650.00,,48.00,24.80,0.00,"N",120.00,38.90,0.00,"W",,,"GPS reading",10.00,674012.16,5364913.97,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry, open, south-facing grassy slope; Growing along trail.","Heads yellow.",,"Native","Flowering",,"{ED417A45-0220-4C78-B72B-908B580F4EF5}",674012.15,5364913.96,"NAD83","OK","Natalya Antonova"
155,1.00,"NOCA",656.00,12474.00,6230.00,,"2004 North Cascades National Park Forays","Asteraceae","Arnica parryi var. parryi","Arnica","parryi","Gray","var.","parryi",,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7627.00,,"7627","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, circa 05.0 km NW from South Pass.",5412.00,,1650.00,,48.00,24.80,0.00,"N",120.00,38.90,0.00,"W",,,"GPS reading",10.00,674012.16,5364913.97,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry, open, south-facing grassy slope.","Heads dull yellow.",,"Native","Flowering",,"{ED417A45-0220-4C78-B72B-908B580F4EF5}",674012.15,5364913.96,"NAD83","OK","Natalya Antonova"
156,2.00,"WTU",656.00,12475.00,6230.00,361921.00,"2004 North Cascades National Park Forays","Asteraceae","Arnica parryi var. parryi","Arnica","parryi","Gray","var.","parryi",,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7627.00,,"7627","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, circa 05.0 km NW from South Pass.",5412.00,,1650.00,,48.00,24.80,0.00,"N",120.00,38.90,0.00,"W",,,"GPS reading",10.00,674012.16,5364913.97,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry, open, south-facing grassy slope.","Heads dull yellow.",,"Native","Flowering",,"{ED417A45-0220-4C78-B72B-908B580F4EF5}",674012.15,5364913.96,"NAD83","OK","Natalya Antonova"
157,3.00,"UBC",656.00,12476.00,6230.00,,"2004 North Cascades National Park Forays","Asteraceae","Arnica parryi var. parryi","Arnica","parryi","Gray","var.","parryi",,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7627.00,,"7627","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, circa 05.0 km NW from South Pass.",5412.00,,1650.00,,48.00,24.80,0.00,"N",120.00,38.90,0.00,"W",,,"GPS reading",10.00,674012.16,5364913.97,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry, open, south-facing grassy slope.","Heads dull yellow.",,"Native","Flowering",,"{ED417A45-0220-4C78-B72B-908B580F4EF5}",674012.15,5364913.96,"NAD83","OK","Natalya Antonova"
158,1.00,"NOCA",656.00,12477.00,6231.00,,"2004 North Cascades National Park Forays","Potamogetonaceae","Potamogeton epihydrus","Potamogeton","epihydrus","Raf.",,,,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7628.00,,"7628","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, open water of McAlester Lake.",5486.00,,1673.00,,48.00,25.78,0.00,"N",120.00,40.46,0.00,"W",,,"GPS reading",10.00,672032.98,5366679.81,"WGS 84",,"Calc. from Lat-Long",,,,,"Growing in circa 0.5 m. water with Equisetum fluviatile.","Leaves brownish-green.",,"Native","Sterile",,"{46CC3ECF-0FA9-47DB-B7CF-071F095F97EB}",672032.97,5366679.80,"NAD83","OK","Natalya Antonova"
159,2.00,"WTU",656.00,12478.00,6231.00,361912.00,"2004 North Cascades National Park Forays","Potamogetonaceae","Potamogeton epihydrus","Potamogeton","epihydrus","Raf.",,,,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7628.00,,"7628","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, open water of McAlester Lake.",5486.00,,1673.00,,48.00,25.78,0.00,"N",120.00,40.46,0.00,"W",,,"GPS reading",10.00,672032.98,5366679.81,"WGS 84",,"Calc. from Lat-Long",,,,,"Growing in circa 0.5 m. water with Equisetum fluviatile.","Leaves brownish-green.",,"Native","Sterile",,"{46CC3ECF-0FA9-47DB-B7CF-071F095F97EB}",672032.97,5366679.80,"NAD83","OK","Natalya Antonova"
160,1.00,"NOCA",656.00,12479.00,6277.00,,"2004 North Cascades National Park Forays","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1250.00,,"1250","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Moist, mossy ground, east shore of lake; over granite.","Purple inflorescence, cespitose; common.",,"Native","Fertile",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
161,2.00,"WTU",656.00,12480.00,6277.00,,"2004 North Cascades National Park Forays","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1250.00,,"1250","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Moist, mossy ground, east shore of lake; over granite.","Purple inflorescence, cespitose; common.",,"Native","Fertile",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
162,3.00,"UBC",656.00,12481.00,6277.00,,"2004 North Cascades National Park Forays","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1250.00,,"1250","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Moist, mossy ground, east shore of lake; over granite.","Purple inflorescence, cespitose; common.",,"Native","Fertile",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
163,1.00,"NOCA",656.00,12482.00,6278.00,,"2004 North Cascades National Park Forays","Asteraceae","Arnica mollis","Arnica","mollis","Hook.",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1251.00,,"1251","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"On damp ground between blocks of granitic talus, with Phyllodoce, (sterile) Lonicera involucrata, and Carex spectabilis; over granite.","Disk and rays yellow; rhizomatous; common.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
164,2.00,"WTU",656.00,12483.00,6278.00,,"2004 North Cascades National Park Forays","Asteraceae","Arnica mollis","Arnica","mollis","Hook.",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1251.00,,"1251","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"On damp ground between blocks of granitic talus, with Phyllodoce, (sterile) Lonicera involucrata, and Carex spectabilis; over granite.","Disk and rays yellow; rhizomatous; common.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
165,1.00,"NOCA",656.00,12484.00,6279.00,,"2004 North Cascades National Park Forays","Gentianaceae","Gentiana calycosa var. calycosa","Gentiana","calycosa","Griseb.","var.","calycosa",,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1252.00,,"1252","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun; over granite.","Flowers blue, pale and green-spotted within.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
166,2.00,"WTU",656.00,12485.00,6279.00,,"2004 North Cascades National Park Forays","Gentianaceae","Gentiana calycosa var. calycosa","Gentiana","calycosa","Griseb.","var.","calycosa",,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1252.00,,"1252","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun; over granite.","Flowers blue, pale and green-spotted within.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
167,1.00,"NOCA",656.00,12486.00,6280.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Parnassia fimbriata var. fimbriata","Parnassia","fimbriata","Konig.","var.","fimbriata",,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1253.00,,"1253","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry rocky streambed just above E shore, full sun; over granite.","White petals, yellow-green nectaries.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
168,2.00,"WTU",656.00,12487.00,6280.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Parnassia fimbriata var. fimbriata","Parnassia","fimbriata","Konig.","var.","fimbriata",,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1253.00,,"1253","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry rocky streambed just above E shore, full sun; over granite.","White petals, yellow-green nectaries.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
169,1.00,"NOCA",656.00,12488.00,6281.00,,"2004 North Cascades National Park Forays","Asteraceae","Erigeron peregrinus ssp. callianthemus var. eucallianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.","var.","eucallianthemus","Cronq.",,1.00,"Sarah Gage",30.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1254.00,,"1254","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Moist, mossy, east lakeshore; full sun; over granite.","Rays lavender, uncommon.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
170,2.00,"WTU",656.00,12489.00,6281.00,,"2004 North Cascades National Park Forays","Asteraceae","Erigeron peregrinus ssp. callianthemus var. eucallianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.","var.","eucallianthemus","Cronq.",,1.00,"Sarah Gage",30.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1254.00,,"1254","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Moist, mossy, east lakeshore; full sun; over granite.","Rays lavender, uncommon.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
171,1.00,"NOCA",656.00,12490.00,6282.00,,"2004 North Cascades National Park Forays","Juncaceae","Juncus drummondii","Juncus","drummondii","E. Meyer",,,,,,,,1.00,"Sarah Gage",13.00,"Oct",2004.00,"FNA Vol. 22",,"Steve Hahn",,1255.00,,"1255","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun, moist, mossy, east lakeshore; over granite.","Common, cespitose.",,"Native","Fruiting",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
172,2.00,"WTU",656.00,12491.00,6282.00,,"2004 North Cascades National Park Forays","Juncaceae","Juncus drummondii","Juncus","drummondii","E. Meyer",,,,,,,,1.00,"Sarah Gage",13.00,"Oct",2004.00,"FNA Vol. 22",,"Steve Hahn",,1255.00,,"1255","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun, moist, mossy, east lakeshore; over granite.","Common, cespitose.",,"Native","Fruiting",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
173,3.00,"UBC",656.00,12492.00,6282.00,,"2004 North Cascades National Park Forays","Juncaceae","Juncus drummondii","Juncus","drummondii","E. Meyer",,,,,,,,1.00,"Sarah Gage",13.00,"Oct",2004.00,"FNA Vol. 22",,"Steve Hahn",,1255.00,,"1255","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun, moist, mossy, east lakeshore; over granite.","Common, cespitose.",,"Native","Fruiting",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
174,1.00,"NOCA",656.00,12493.00,6283.00,,"2004 North Cascades National Park Forays","Juncaceae","Juncus mertensianus","Juncus","mertensianus","Bong.",,,,,,,,1.00,"Sarah Gage",15.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1256.00,,"1256","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun, moist, mossy, east lakeshore; over granite.","Common, cespitose.",,"Native","Flowering & Fruiting",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
175,2.00,"WTU",656.00,12494.00,6283.00,,"2004 North Cascades National Park Forays","Juncaceae","Juncus mertensianus","Juncus","mertensianus","Bong.",,,,,,,,1.00,"Sarah Gage",15.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1256.00,,"1256","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun, moist, mossy, east lakeshore; over granite.","Common, cespitose.",,"Native","Flowering & Fruiting",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
176,1.00,"NOCA",656.00,12495.00,6284.00,,"2004 North Cascades National Park Forays","Poaceae","Agrostis variabilis","Agrostis","variabilis","Rydb.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1257.00,,"1257","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Dry mossy ledge above east shore; over granite.","Cespitose.",,"Native","Fertile",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
177,1.00,"NOCA",656.00,12496.00,6285.00,,"2004 North Cascades National Park Forays","Ranunculaceae","Aquilegia formosa","Aquilegia","formosa","Fisch.",,,,,,,,1.00,"Sarah Gage",25.00,"Aug",2004.00,"H&C",,"Steve Hahn",,1258.00,,"1258","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Moist partly shady low ground, edge of granitic rocks and roots under rocks; over granite.","Flowers red and yellow, heavy root.",,"Native","Flowering & Fruiting",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
178,2.00,"WTU",656.00,12497.00,6285.00,,"2004 North Cascades National Park Forays","Ranunculaceae","Aquilegia formosa","Aquilegia","formosa","Fisch.",,,,,,,,1.00,"Sarah Gage",25.00,"Aug",2004.00,"H&C",,"Steve Hahn",,1258.00,,"1258","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Moist partly shady low ground, edge of granitic rocks and roots under rocks; over granite.","Flowers red and yellow, heavy root.",,"Native","Flowering & Fruiting",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
179,1.00,"NOCA",656.00,12498.00,6286.00,,"2004 North Cascades National Park Forays","Portulacaceae","Lewisia columbiana var. columbiana","Lewisia","columbiana","(Howell) Robins.","var.","columbiana",,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1259.00,,"1259","Peter Zika, Jim Duemmel, Gene Myers",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 1.6 air km southwest of McAlester Lake, unnamed pond at northeast end of Rainbow Ridge.",6111.00,,1863.00,,48.00,24.97,0.00,"N",120.00,41.08,0.00,"W",,,"GPS reading",10.00,671314.32,5365146.94,"WGS 84",,"Calc. from Lat-Long",,,,,"Full sun, dry pockets of soil on granitic ledges above east shore, south aspect; over granite.","Stout roots, leaves erect, flowers pink with dark pink stripes, petals 7 mm long.",,"Native","Flowering",,"{27FD8130-335A-4A50-9E1A-0B94BC55E5AA}",671314.31,5365146.93,"NAD83","OK","Natalya Antonova"
