"Replicate.","Destination Herbarium","NPS Accession Number","NPS Catalog Number","WTU Database ID","WTU Accession Number","Family","Scientific Name","Genus","Species","Author","Subspecific Rank","Subspecific taxon","Subspecific Author","Determiner","Determination Day","Determination Month","Determination Year","Determination Source","Determination Notes","Collector Name","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collector","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Elevation (m)","Dec Latitude","W or E","Dec Longitude","N or S","Source","Lat-Long Datum","UTM Zone","Easting","Northing","Source_UTM","Site description","Specimen Details","Origin","Phenology","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
1.00,"NOCA","NOCA-00840",18087.00,163995.00,,"Juncaceae","Luzula spicata","Luzula","spicata","(L.) DC.",,,,"David Giblin",,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","14",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Inflorescence nodding cespitose.","Native","Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18088.00,163995.00,,"Juncaceae","Luzula spicata","Luzula","spicata","(L.) DC.",,,,"David Giblin",,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","14",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Inflorescence nodding cespitose.","Native","Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18089.00,163996.00,,"Pteridaceae","Cryptogramma acrostichoides","Cryptogramma","acrostichoides","R. Br.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","15",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Scattered in dry rock crevices.","Native","Spores","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18090.00,163996.00,,"Pteridaceae","Cryptogramma acrostichoides","Cryptogramma","acrostichoides","R. Br.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","15",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Scattered in dry rock crevices.","Native","Spores","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18091.00,163997.00,,"Rosaceae","Sibbaldia procumbens","Sibbaldia","procumbens","L.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07-","16",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common on mesic benches.","Native","Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18092.00,163997.00,,"Rosaceae","Sibbaldia procumbens","Sibbaldia","procumbens","L.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07-","16",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common on mesic benches.","Native","Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18093.00,163997.00,,"Rosaceae","Sibbaldia procumbens","Sibbaldia","procumbens","L.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07-","16",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common on mesic benches.","Native","Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18094.00,163998.00,,"Lentibulariaceae","Pinguicula vulgaris","Pinguicula","vulgaris","L.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07-","17",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Locally abundant in saturated soils.","Native","Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18095.00,163998.00,,"Lentibulariaceae","Pinguicula vulgaris","Pinguicula","vulgaris","L.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07","17",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Locally abundant in saturated soils.","Native","Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18096.00,163999.00,,"Poaceae","Danthonia intermedia","Danthonia","intermedia","Vasey",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","18",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Cespitose. Locally common on mesic benches.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18097.00,163999.00,,"Poaceae","Danthonia intermedia","Danthonia","intermedia","Vasey",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","18",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Cespitose. Locally common on mesic benches.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18098.00,163999.00,,"Poaceae","Danthonia intermedia","Danthonia","intermedia","Vasey",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","18",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Cespitose. Locally common on mesic benches.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18099.00,164000.00,,"Selaginellaceae","Selaginella wallacei","Selaginella","wallacei","Hieron",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","19",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Scattered on dry benches.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18100.00,164000.00,,"Selaginellaceae","Selaginella wallacei","Selaginella","wallacei","Hieron",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","19",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Scattered on dry benches.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18101.00,164001.00,,"Crassulaceae","Sedum divergens","Sedum","divergens","Wats.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07-","20",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Locally common on mesic benches. Corollas yellow.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18102.00,164001.00,,"Crassulaceae","Sedum divergens","Sedum","divergens","Wats.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07-","20",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Locally common on mesic benches. Corollas yellow.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18103.00,164002.00,,"Poaceae","Agrostis idahoensis","Agrostis","idahoensis","Nash",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","21",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18104.00,164002.00,,"Poaceae","Agrostis idahoensis","Agrostis","idahoensis","Nash",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","21",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18105.00,164002.00,,"Poaceae","Agrostis idahoensis","Agrostis","idahoensis","Nash",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","21",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18106.00,164003.00,,"Poaceae","Agrostis scabra","Agrostis","scabra","Willd.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","22",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18107.00,164003.00,,"Poaceae","Agrostis scabra","Agrostis","scabra","Willd.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","22",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Common.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18108.00,164004.00,,"Poaceae","Agrostis variabilis","Agrostis","variabilis","Rydb.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","23",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Cespitose. Rare in rock crevice.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18109.00,164005.00,,"Scrophulariaceae","Castilleja rupicola","Castilleja","rupicola","Piper",,,,"Mark Egger",,,2007.00,"H&C",,"Lily Hickenbottom","07-","24",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Corollas and bracts orange. Locally common.","Native","Flowering & Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18110.00,164005.00,,"Scrophulariaceae","Castilleja rupicola","Castilleja","rupicola","Piper",,,,"Mark Egger",,,2007.00,"H&C",,"Lily Hickenbottom","07-","24",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Corollas and bracts orange. Locally common.","Native","Flowering & Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18111.00,164006.00,,"Scrophulariaceae","Castilleja parviflora var. albida","Castilleja","parviflora","Bong.","var.","albida","(Pennell) Ownbey","M. Egger",,,2007.00,"H&C",,"Lily Hickenbottom","07-","25",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Corollas and bracts light pink with white tips.","Native","Flowering & Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18112.00,164006.00,,"Scrophulariaceae","Castilleja parviflora var. albida","Castilleja","parviflora","Bong.","var.","albida","(Pennell) Ownbey","M. Egger",,,2007.00,"H&C",,"Lily Hickenbottom","07-","25",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Corollas and bracts light pink with white tips.","Native","Flowering & Fruiting","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18113.00,164007.00,,"Scrophulariaceae","Castilleja parviflora var. albida","Castilleja","parviflora","Bong.","var.","albida","(Pennell) Ownbey","M. Egger",,,2007.00,"H&C",,"Lily Hickenbottom","07-","26",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Corollas and bracts white.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18114.00,164007.00,,"Scrophulariaceae","Castilleja parviflora var. albida","Castilleja","parviflora","Bong.","var.","albida","(Pennell) Ownbey","M. Egger",,,2007.00,"H&C",,"Lily Hickenbottom","07-","26",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Corollas and bracts white.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18115.00,164008.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","27",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Cespitose. Scattered on mesic benches.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18116.00,164008.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","27",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Cespitose. Scattered on mesic benches.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18117.00,164009.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","28",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Loosely cespitose.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18118.00,164009.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","28",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Loosely cespitose.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18119.00,164009.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Lily Hickenbottom","07-","28",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Loosely cespitose.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18120.00,164010.00,,"Violaceae","Viola palustris","Viola","palustris","L.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Lily Hickenbottom","07-","29",,"Kelly O'Neil, Peter Zika, David Giblin",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Lake. East and south facing slopes.",5412.00,1650.00,48.91,"W",-121.45,"N","GPS reading","NAD 83",10.00,613216.59,5419502.50,"Conversion algorithm","25 percent talus slope with rocky outcropping interspersed with snowmelt streams. Athyrium alpestre and Cryptogramma acrostichoides common. Granite bedrock.","Corollas light purple. Locally common on saturated soil.","Native","Flowering","{17306B71-788D-4082-9946-D5B301CE93B0}",613216.35,5419502.42,"NAD83","OK","Natalya Antonova"
