Replicate#	Destination Herbarium	NPS Accession Number	NPS Catalog Number	WTU Database ID	WTU Accession Number	Family	Scientific Name	Genus	Species	Author	Subspecific Rank	Subspecific taxon	Subspecific Author	Determiner	Determination Day	Determination Month	Determination Year	Determination Source	Collector Name	Collector Number Prefix	Collector Number	Collector Number Suffix	Associated Collector	Collection Day	Collection Month	Collection Year	Country	State	County	Locality	Elevation (ft.)	Elevation (m)	Dec. Latitude	N or S	Decimal Long.	W or E	Lat-Long Datum	Accuracy (m)	UTM Zone	Easting	Northing	Datum	UTM Source	Site description	Specimen Details	Origin	Phenology	
3	UBC	MORA-523	17365	164249		Gentianaceae	Gentiana calycosa var. calycosa	Gentiana	calycosa	Griseb.	var.	calycosa		David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	03		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Scattered throughout basin.	Native	Flowering	
1	MORA	MORA-523	17366	164250		Polygonaceae	Eriogonum pyrolifolium var. coryphaeum	Eriogonum	pyrolifolium	Hook.	var.	coryphaeum	T. & G.	David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	05		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common at base of talus slope.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17367	164250		Polygonaceae	Eriogonum pyrolifolium var. coryphaeum	Eriogonum	pyrolifolium	Hook.	var.	coryphaeum	T. & G.	David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	05		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common at base of talus slope.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17368	164250		Polygonaceae	Eriogonum pyrolifolium var. coryphaeum	Eriogonum	pyrolifolium	Hook.	var.	coryphaeum	T. & G.	David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	05		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common at base of talus slope.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17369	164251		Scrophulariaceae	Pedicularis rainierensis	Pedicularis	rainierensis	Pennell & Warren				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	06		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common along stream in basin floor.	Native	Flowering & Fruiting	Sensitive
2	WTU	MORA-523	17370	164251		Scrophulariaceae	Pedicularis rainierensis	Pedicularis	rainierensis	Pennell & Warren				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	06		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common along stream in basin floor.	Native	Flowering & Fruiting	Sensitive
1	MORA	MORA-523	17371	164252		Ericaceae	Kalmia microphylla	Kalmia	microphylla	(Hook.) Heller				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	09		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common. Sprawling in dry areas of basin floor.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17372	164252		Ericaceae	Kalmia microphylla	Kalmia	microphylla	(Hook.) Heller				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	09		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common. Sprawling in dry areas of basin floor.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17373	164252		Ericaceae	Kalmia microphylla	Kalmia	microphylla	(Hook.) Heller				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	09		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common. Sprawling in dry areas of basin floor.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17374	164253		Rosaceae	Potentilla flabellifolia	Potentilla	flabellifolia	Hook.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	12		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common in north-facing rock face.	Native	Fruiting	
2	WTU	MORA-523	17375	164253		Rosaceae	Potentilla flabellifolia	Potentilla	flabellifolia	Hook.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	12		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common in north-facing rock face.	Native	Fruiting	
3	UBC	MORA-523	17376	164253		Rosaceae	Potentilla flabellifolia	Potentilla	flabellifolia	Hook.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	12		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common in north-facing rock face.	Native	Fruiting	
1	MORA	MORA-523	17377	164254		Ericaceae	Harrimanella stelleriana	Harrimanella	stelleriana	(Pallas) Coville				David Giblin	16	Sep	2007	Ill. Fl. of B.C.	Jessica Waite	07-	13		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common in north-facing rock face.	Native	Fruiting	
2	WTU	MORA-523	17378	164254		Ericaceae	Harrimanella stelleriana	Harrimanella	stelleriana	(Pallas) Coville				David Giblin	16	Sep	2007	Ill. Fl. of B.C.	Jessica Waite	07-	13		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common in north-facing rock face.	Native	Fruiting	
3	UBC	MORA-523	17379	164254		Ericaceae	Harrimanella stelleriana	Harrimanella	stelleriana	(Pallas) Coville				David Giblin	16	Sep	2007	Ill. Fl. of B.C.	Jessica Waite	07-	13		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common in north-facing rock face.	Native	Fruiting	
1	MORA	MORA-523	17380	164255		Lycopodiaceae	Diphasiastrum sitchense	Diphasiastrum	sitchense	(Rupr.) Holub				David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	14		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in dry areas of basin.	Native	Spores	
2	WTU	MORA-523	17381	164255		Lycopodiaceae	Diphasiastrum sitchense	Diphasiastrum	sitchense	(Rupr.) Holub				David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	14		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in dry areas of basin.	Native	Spores	
3	UBC	MORA-523	17382	164255		Lycopodiaceae	Diphasiastrum sitchense	Diphasiastrum	sitchense	(Rupr.) Holub				David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	14		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in dry areas of basin.	Native	Spores	
1	MORA	MORA-523	17383	164256		Asteraceae	Oreostemma alpigenum var. alpigenum	Oreostemma	alpigenum	(Torr. & Gray) Greene	var.	alpigenum		David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	15		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Corollas blue; taprooted. common in basin floor.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17384	164256		Asteraceae	Oreostemma alpigenum var. alpigenum	Oreostemma	alpigenum	(Torr. & Gray) Greene	var.	alpigenum		David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	15		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Corollas blue; taprooted. common in basin floor.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17385	164256		Asteraceae	Oreostemma alpigenum var. alpigenum	Oreostemma	alpigenum	(Torr. & Gray) Greene	var.	alpigenum		David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	15		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Corollas blue; taprooted. common in basin floor.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17386	164257		Scrophulariaceae	Pedicularis groenlandica	Pedicularis	groenlandica	Retz.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	21		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in talus.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17387	164257		Scrophulariaceae	Pedicularis groenlandica	Pedicularis	groenlandica	Retz.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	21		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in talus.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17388	164257		Scrophulariaceae	Pedicularis groenlandica	Pedicularis	groenlandica	Retz.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	21		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in talus.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17389	164258		Saxifragaceae	Leptarrhena pyrolifolia	Leptarrhena	pyrolifolia	(D. Don) R. Br.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	22		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common on edge of stream.	Native	Fruiting	
2	WTU	MORA-523	17390	164258		Saxifragaceae	Leptarrhena pyrolifolia	Leptarrhena	pyrolifolia	(D. Don) R. Br.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	22		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common on edge of stream.	Native	Fruiting	
3	UBC	MORA-523	17391	164258		Saxifragaceae	Leptarrhena pyrolifolia	Leptarrhena	pyrolifolia	(D. Don) R. Br.				David Giblin	16	Sep	2007	H&C	Jessica Waite	07-	22		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Locally common on edge of stream.	Native	Fruiting	
1	MORA	MORA-523	17392	164260		Saxifragaceae	Elmera racemosa var. racemosa	Elmera	racemosa	(Wats.) Rydb.	var.	racemosa		David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	01		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in north-facing seep at base of rock face.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17393	164260		Saxifragaceae	Elmera racemosa var. racemosa	Elmera	racemosa	(Wats.) Rydb.	var.	racemosa		David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	01		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in north-facing seep at base of rock face.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17394	164260		Saxifragaceae	Elmera racemosa var. racemosa	Elmera	racemosa	(Wats.) Rydb.	var.	racemosa		David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	01		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in north-facing seep at base of rock face.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17395	164261		Asteraceae	Antennaria racemosa	Antennaria	racemosa	Hook.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	02		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in north-facing seep at base of rock face.	Native	Flowering	
2	WTU	MORA-523	17396	164261		Asteraceae	Antennaria racemosa	Antennaria	racemosa	Hook.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	02		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in north-facing seep at base of rock face.	Native	Flowering	
3	UBC	MORA-523	17397	164261		Asteraceae	Antennaria racemosa	Antennaria	racemosa	Hook.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	02		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in north-facing seep at base of rock face.	Native	Flowering	
1	MORA	MORA-523	17398	164262		Saxifragaceae	Heuchera glabra	Heuchera	glabra	Willd.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	03		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in rock crevices.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17399	164262		Saxifragaceae	Heuchera glabra	Heuchera	glabra	Willd.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	03		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in rock crevices.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17400	164262		Saxifragaceae	Heuchera glabra	Heuchera	glabra	Willd.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	03		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in rock crevices.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17401	164263		Polemoniaceae	Phlox diffusa	Phlox	diffusa	Benth.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	06		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered at base of rock face.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17402	164263		Polemoniaceae	Phlox diffusa	Phlox	diffusa	Benth.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	06		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered at base of rock face.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17403	164263		Polemoniaceae	Phlox diffusa	Phlox	diffusa	Benth.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	06		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered at base of rock face.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17404	164264		Asteraceae	Hieracium triste	Hieracium	triste	Willd.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	07		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Ligules yellow. Common in dry open meadow.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17405	164264		Asteraceae	Hieracium triste	Hieracium	triste	Willd.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	07		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Ligules yellow. Common in dry open meadow.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17406	164264		Asteraceae	Hieracium triste	Hieracium	triste	Willd.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	07		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Ligules yellow. Common in dry open meadow.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17407	164265		Asteraceae	Solidago multiradiata	Solidago	multiradiata	Ait.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	09		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Locally common in dry areas.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17408	164265		Asteraceae	Solidago multiradiata	Solidago	multiradiata	Ait.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	09		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Locally common in dry areas.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17409	164265		Asteraceae	Solidago multiradiata	Solidago	multiradiata	Ait.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	09		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Locally common in dry areas.	Native	Flowering & Fruiting	
