geometry,Bed Name,Location,Survey Date,Acres,Miles,County,Start time (PDT),End time (PDT),CORRECTED DEPTH: Edge closest to shore (m MLLW),CORRECTED DEPTH: Edge farthest from shore (m MLLW),Total Bulbs/Meter-Squared,Water Temp (C ),Weather,Tide Ht Start (ft),Tide Station,Observations,Additional Observations,Photo towards beach,Photo towards water,Photo beach on left,Photo beach on right,SurveyID,Tidal Ht (m)
Geocortex.Gis.Geometries.Polygon,Pole Pass,Pole Pass,"Aug 18, 2017",0.234358280662517,0.250128357041567,San Juan,09:00 AM,,1.94895,2.40645,,0,Clouds,-0.89,Orcas/Navionics,"kelp bed had holdfasts in intertidal, 50 plus pisaster, some epiphytes, white spots on blades, some sargassum, numerous understory kelp","10 pigeon guillemots, GBH, half a dozen boats through, possible whale present","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-5x5FJwn/0/82e2ad2b/X3/PolePass_18August2017_ToBe-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-Ds7mDws/0/f69c2548/X3/PolePass_18August2017_ToWa-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-nPg4pD5/0/94121eb2/X3/PolePass_18August2017_BeL-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-GprvzKc/0/0b51677d/X3/PolePass_18August2017_BeR-X3.jpg
",Pole_Pass_18Aug17,
Geocortex.Gis.Geometries.Polygon,Pole Pass,Pole Pass,"July 21, 2017",0.41239652910908,0.292689820032213,San Juan,09:27 AM,09:59 AM,0.60085,8.53085,,12,,-1.97,Shaw Island,"harbor porpoise swam by, more than 100 pisasters on rocks, bed wider in middle and denser. Thinner and sparser at ends. Some white spots on kelp, with some worn ends. Rockweed and ulva present plus other large bladed kelps. Some sargassum","6 power boats went by, great blue heron, a few glaucous winged gulls","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-vRNBxmH/0/a70f0917/M/PolePass_21July2017_ToBe-M.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-ffZM6Wh/0/3160669e/M/PolePass_21July2017_ToWa-M.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-J9S7jVp/0/6532fb99/M/PolePass_21July2017_BeL-M.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-JfQ8JP3/0/73bd5b6e/M/PolePass_21July2017_BeR-M.jpg
",Pole_Pass_21July17,
Geocortex.Gis.Geometries.Polygon,Pole Pass,Pole Pass,"Sept 17, 2017",0.409617007715119,0.289155834759766,San Juan,09:13 AM,09:32 AM,0.2135,4.1785,,12,Clouds,0.3,Orcas,"Intertidal, rock weed, ulva, higher tide to no holdfasts exposed. Kelp overall looks healthy. Understory sargassum plus several species large blade kelps, epiphytes on kelp, also white spots","50 plus sea stars, great blue heron, double breasted cormorant, gulls","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-jcZKcFD/0/839fa5dd/X3/PolePass_17Sept2017_ToBe-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-rw5hdPk/0/fe161c75/X3/PolePass_17Sept2017_ToWa-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-XHZcS29/0/97f56969/X3/PolePass_17Sept2017_BeL-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-ctBm4Kr/0/b7ed4c13/X3/PolePass_17Sept2017_BeR-X3.jpg
",Pole_Pass_17Sept17,
Geocortex.Gis.Geometries.Polygon,Polnell Point,Polnell Point,"July 26, 2017",1.31578220661175,0.235703482844694,Island,12:10 PM,03:25 PM,0.83875,2.66875,,15,,-0.75,Crescent Harbor 94477952,"5 adult harbor seals + 1 pup on rocks 2 pigeon guillemots 1 great blue heron few schools of small (< 5 cm) shiner perch in bed 1 large osprey caught a large (~20-25 cm) perch (possibly kelp perch), chased by adult bald eagle.  Osprey dropped fish, recovered by eagle & carried back to trees on Polnell Point with 2 additional eagles (1 adult, 1 juvenile).",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-xB4wgzR/0/6e42b698/M/Polnell_26July2017_ToWa-M.jpg
",0,0,0,Polnell_Point_26July17,
Geocortex.Gis.Geometries.Polygon,Polnell Point,Polnell Point,"June 25, 2017",0.363808223480624,0.123261695908162,Island,10:10 AM,01:25 PM,0.1525,0.7625,,15,,-0.5,Crescent Harbor 94477952,"7 harbor seals on rocks, two pigeon guillemots, one bald eagle, two great blue heron, shiner perch schools (20-30 fish) in bed",,1,0,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-th3ntX4/0/247ffc10/Th/Polnell_25June2017_BeL-Th.jpg
",0,Polnell_Point_25June17,
Geocortex.Gis.Geometries.Polygon,Polnell Point,Polnell Point,"Aug 22, 2017",9.63181694203928,1.3553020625621,Island,12:35 PM,03:20 PM,3.965,,,16,,0,Crescent Harbor 94477952,"~12 large (≥12"" diameter) fried egg jellies, most kelp have > 50 small (~ 1"" length),shiner perch schools,4 pigeon guillemot fishing,1 bald eagle,2-3 harbor seal in water","six different beds, didn’t take any normal pictures (zoe's notes)",0,0,0,0,Polnell_Point_22Aug17,
Geocortex.Gis.Geometries.Polygon,Polnell Point,Polnell Point,"Sept 18, 2017",27.4352984380766,1.82104175514117,Island,,,,,,,,,,no datasheet,,,,,,Polnell_Point_18Sept17,
Geocortex.Gis.Geometries.Polygon,Possession Point,Posession Point,"Aug 24, 2017",21.4868990527275,0.929726774912548,Island,11:40 AM,,2.8975,3.8125,,13,,0.5,Glendale 9447814,"2 harbor seal & 1 sea lion on rock,inside of kelp bed numerous herring schools in bed,multiple big (~12"" length) jumpers, possibly salmon, ~ 20% of kelp have ≥ 1 kelp crab; numerous kelp bulbs missing at least 1 blade (look eaten away) multiple small (< 2"") shiner perch schools few live amphipods on water surface,caspian terns (~ 8)",,0,0,0,0,Possession_Point_24Aug17,
Geocortex.Gis.Geometries.Polygon,North Beach East,North Beach Main,"Sept 4, 2017",16.55803055067,0.685290131850491,Jefferson,,,,,,,,,,,,,,,,North_Beach_East_04Sept17,
Geocortex.Gis.Geometries.Polygon,"Mukilteo 2,3&4 (D)",Mukilteo,"Aug 9, 2017",0,,,,,,,,,,,,,"less than 10 bulbs in August, July survey saw no kelp",,,,,Mulilteo_multi_zerokelp_09Aug17,
