"Cat .","Acc .","Family","Scientific Name","Common Name","Collector","Collect .","Coll Date","National Park Service","Ident By","Ident Date","Locality","Park Name","County","State","UTM Z/E/N","Elevation M","Habitat","Slope","Aspect","Substrate","Assoc Spec","Park Code","UTM_Y","UTM_X","Last_Edited","Who_Edited","Comment","ITIS_Name"
"SAJH  230261","SAJH-00081","Fabaceae","Lathyrus japonicus (Willd.)","beach pea","Steve Hahn","95",6/5/2001 0:00:00,,"Steve Hahn",6/5/2001 0:00:00,"American Camp:  east side of Old Towne Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5368110",1,"Occurs above the high tide line-- clambering over vegetation and driftlogs",1,33,"mineral soil","Holcus lanatus/Rumex sp./Urtica dioica","SAJH",5368110,500075,,"",,"Lathyrus japonicus"
"SAJH  230262","SAJH-00081","Fabaceae","Lathyrus japonicus (Willd.)","beach pea","Steve Hahn","354",6/5/2001 0:00:00,,"Steve Hahn",6/5/2001 0:00:00,"American Camp:  east side of Old Towne Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5368110",1,"Occurs above the high tide line-- clambering over vegetation and driftlogs",1,33,"mineral soil","Holcus lanatus/Rumex sp./Urtica dioica","SAJH",5368110,500075,,"",,"Lathyrus japonicus"
"SAJH  230263","SAJH-00081","Fabaceae","Lathyrus nevadensis var. pilosellus (M.E. Peck) C.L. Hitchc.","Sierra pea","Steve Hahn","132",6/13/2001 0:00:00,,"Steve Hahn",6/13/2001 0:00:00,"English Camp:  Young Hill trail approx. 100m up from the West Valley Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/489430/5381280",76,"Coniferous forest dominated by PSEMEN and ARBMEN-- closed canopy cover",20,248,"mineral soil","Pseudotsuga menziesii/Arbutus menziesii","SAJH",5381280,489430,,"",,"Lathyrus nevadensis var. pilosellus"
"SAJH  230264","SAJH-00081","Lemnaceae","Lemna minor (L.)","common duckweed","Steve Hahn","203",7/2/2001 0:00:00,,"Steve Hahn",7/2/2001 0:00:00,"American Camp:  small wetland uphill from the west end of Third Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/501600/5367475",8,"Palustrine wetland that is currently only mud-- partial sun",0,0,"mineral soil","Veronica americana/Callitriche heterophylla/Glyceria borealis","SAJH",5367475,501600,,"",,"Lemna minor"
"SAJH  230265","SAJH-00081","Brassicaceae","Lepidium densiflorum Schrad. var. densiflorum","common pepperweed","Steve Hahn","156",6/21/2001 0:00:00,,"Steve Hahn",9/20/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500910/5367645",1,"Shoreline of a brackish water lagoon-- 3 feet above the high water line-- partial sun",6,250,"mineral soil","Puccinellia nuttalliana/Plantago maritima","SAJH",5367645,500910,,"",,"Lepidium densiflorum var. densiflorum"
"SAJH  230266","SAJH-00081","Brassicaceae","Lepidium densiflorum Schrad. var. densiflorum","common pepperweed","Steve Hahn","321",6/21/2001 0:00:00,,"Steve Hahn",9/20/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500910/5367645",1,"Shoreline of a brackish water lagoon-- 3 feet above the high water line-- partial sun",6,250,"mineral soil","Puccinellia nuttalliana/Plantago maritima","SAJH",5367645,500910,,"",,"Lepidium densiflorum var. densiflorum"
"SAJH  230267","SAJH-00081","Brassicaceae","Lepidium virginicum L. var. menziesii (DC.) Hitchc.","Menzies' pepperweed","Steve Hahn","96",6/5/2001 0:00:00,,"Steve Hahn",6/5/2001 0:00:00,"American Camp:  east side of Old Towne Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500080/5368110",1,"Growing directly out of small gravel among the driftlogs-- at or above the high tide line",2,33,"gravel","Festuca rubra/Cakile maritima/Holcus lanatus/Lathyrus japonicus","SAJH",5368110,500080,,"",,"Lepidium virginicum var. menziesii"
"SAJH  230268","SAJH-00081","Brassicaceae","Lepidium virginicum L. var. menziesii (DC.) Hitchc.","Menzies' pepperweed","Steve Hahn","54",5/25/2001 0:00:00,,"Steve Hahn",9/20/2001 0:00:00,"American Camp:  east of Pickett's Lane in the sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5367540",24,"Occurs in large populations scattered across the dune community-- full sun",5,242,"sand","Pteridium aquilinum/Abronia latifolia/Calystegia soldanella","SAJH",5367540,500075,,"",,"Lepidium virginicum var. menziesii"
"SAJH  230269","SAJH-00081","Asteraceae","Leucanthemum vulgare Lam.","oxeye daisy","Steve Hahn","166",6/23/2001 0:00:00,,"Steve Hahn",6/24/2001 0:00:00,"English Camp:  along Garrison Bay next to the dock","San Juan Island National Historical Park","SAN JUAN","WA","10/488681/5381596",2,"Growing next to an old cement slab just above the high tideline",2,130,"mineral soil","Galium sp./Elytregia repens/Circium arvense","SAJH",5381596,488681,,"",,"Leucanthemum vulgare"
"SAJH  230270","SAJH-00081","Poaceae","Leymus mollis ssp. mollis (Trin.) Pilger","American dunegrass","Teresa DeKoker","71",6/21/2001 0:00:00,,"Steve Hahn",6/21/2001 0:00:00,"American Camp:  above South Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499710/5367230",18,"Exposed prairie",6,180,"mineral soil","Holcus lanatus","SAJH",5367230,499710,,"",,"Leymus mollis ssp. mollis"
"SAJH  230271","SAJH-00081","Poaceae","Leymus mollis ssp. mollis (Trin.) Pilger","American dunegrass","Teresa DeKoker","15",6/5/2001 0:00:00,,"Steve Hahn",6/5/2001 0:00:00,"American Camp:  east side of Old Towne Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500070/5368103",1,"Occurs above the high tide line-- among driftwood and beach debris",0,340,"sand/driftwood","Cakile maritima/Festuca rubra var. littoralis","SAJH",5368103,500070,,"",,"Leymus mollis ssp. mollis"
"SAJH  230272","SAJH-00081","Poaceae","Leymus mollis ssp. mollis (Trin.) Pilger","American dunegrass","Steve Hahn","410",6/21/2001 0:00:00,,"Steve Hahn",6/21/2001 0:00:00,"American Camp:  above South Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499710/5367230",18,"Exposed prairie",6,180,"mineral soil","Holcus lanatus","SAJH",5367230,499710,,"",,"Leymus mollis ssp. mollis"
"SAJH  230273","SAJH-00081","Polemoniaceae","Linanthus bicolor (Nutt.) Greene ssp. minimus (Mason) Cronq.","bicolored linanthus","Steve Hahn","50",5/24/2001 0:00:00,,"Steve Hahn",5/24/2001 0:00:00,"American Camp:  along the trail to Mount Finlayson","San Juan Island National Historical Park","SAN JUAN","WA","10/501185/5367290",53,"Disturbed and compacted soil along the edge of old trail/roadbed-- full sun",5,307,"gravel","Holcus lanatus/Poa pratensis/Erodium cicutarium","SAJH",5367290,501185,,"",,"Linanthus bicolor ssp. minimus"
"SAJH  230274","SAJH-00081","Caprifoliaceae","Linnaea borealis (L.)","twinflower","Steve Hahn","148",6/15/2001 0:00:00,,"Steve Hahn",6/15/2001 0:00:00,"English Camp:  Bell Point trail","San Juan Island National Historical Park","SAN JUAN","WA","10/488535/5381696",8,"Coniferous forest-- partially shaded-- dominated by PSEMEN and ARBMEN",14,285,"mineral soil","Rosa gymnocarpa/Gaultheria shallon","SAJH",5381696,488535,,"",,"Linnaea borealis"
"SAJH  230275","SAJH-00081","Poaceae","Lolium perenne ssp. multiflorum (Lam.) Husnot","annual ryegrass","Teresa DeKoker","90",6/23/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"English Camp:  maintenance garage area","San Juan Island National Historical Park","SAN JUAN","WA","10/489830/5381984",18,"Disturbed roadside community dominated by seeded grasses-- full sun",6,270,"mineral soil","Festuca sp./Dactylis glomerata/Circium arvense","SAJH",5381984,489830,,"",,"Lolium perenne ssp. multiflorum"
"SAJH  230276","SAJH-00081","Poaceae","Lolium perenne L.","perennial rye grass","Steve Hahn","59",5/29/2001 0:00:00,,"Steve Hahn",5/29/2001 0:00:00,"English Camp:  Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489525/5381130",91,"Open oak woodland with a grass understory",3,268,"mineral soil","Quercus garryana","SAJH",5381130,489525,,"",,"Lolium perenne"
"SAJH  230277","SAJH-00081","Apiaceae","Lomatium nudicaule (Pursh) Coult. & Rose","barestem biscuitroot","Steve Hahn","2",5/22/2001 0:00:00,,"Steve Hahn",5/22/2001 0:00:00,"American Camp:  prairie below Jakle's Lagoon parking lot-- towards Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500070/5367885",23,"Lush prairie dominated by non-native grasses",15,290,"deep soil","Vicia americana/Triteleia howellii/Poa pratensis","SAJH",5367885,500070,,"",,"Lomatium nudicaule"
"SAJH  230278","SAJH-00081","Caprifoliaceae","Lonicera ciliosa (Pursh) DC.","orange honeysuckle","Steve Hahn","42",5/24/2001 0:00:00,,"Steve Hahn",5/24/2001 0:00:00,"American Camp:  along the driveway to the Visitors Center","San Juan Island National Historical Park","SAN JUAN","WA","10/498120/5367970",46,"Climbing over thickets of shrubs and up the trunks of small trees-- up to 15'-- partial sun",0,0,"mineral soil","Rosa nutkana/Rubus parviflora/Geum macrophyllum","SAJH",5367970,498120,,"",,"Lonicera ciliosa"
"SAJH  230279","SAJH-00081","Caprifoliaceae","Lonicera hispidula (Lindl.) Dougl.","hairy honeysuckle","Steve Hahn","245",7/25/2001 0:00:00,,"Steve Hahn",7/25/2001 0:00:00,"English Camp:  Bell Point","San Juan Island National Historical Park","SAN JUAN","WA","10/488477/5382302",5,"Clambering over other vegetation above the high tide line",3,2,"mineral soil","Symphoricarpos albus/Holodiscus discolor/Rosa nutkana","SAJH",5382302,488477,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Lonicera hispidula"
"SAJH  230280","SAJH-00081","Caprifoliaceae","Lonicera involucrata (Rich.) Banks","twin berry","Teresa DeKoker","98",6/25/2001 0:00:00,,"Steve Hahn",6/25/2001 0:00:00,"American Camp:  wetland adjacent Fourth of July Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499652/5368306",8,"Wetland periphery-- growing in thickets-- partial sun",6,100,"mineral soil","Cornus stolonifera/Juncus sp.","SAJH",5368306,499652,,"",,"Lonicera involucrata"
"SAJH  230281","SAJH-00081","Fabaceae","Lotus micranthus Benth.","small flowered lotus","Steve Hahn","128",6/13/2001 0:00:00,,"Teresa DeKoker",6/14/2001 0:00:00,"English Camp:  summit of Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489875/5381270",198,"Occurs in small swales between bedrock-- partial sun",0,0,"mineral soil","Arrhenatherum elatius/Hypochaeris radicata/Holodiscus discolor/Aira praecox","SAJH",5381270,489875,,"",,"Lotus micranthus"
"SAJH  230282","SAJH-00081","Fabaceae","Lotus micranthus Benth.","small flowered lotus","Steve Hahn","72",5/29/2001 0:00:00,,"Steve Hahn",9/19/2001 0:00:00,"English Camp:  Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489760/5380940",137,"Growing over grasses and herbs in a meadow interspersed with large oak trees",15,242,"mineral soil","Arrhenatherum elatius/Hypochaeris radicata/Rumex acetosella/Bromus sp.","SAJH",5380940,489760,,"",,"Lotus micranthus"
"SAJH  230283","SAJH-00081","Fabaceae","Lupinus bicolor ssp. bicolor Lindl.","two colored lupine","Steve Hahn","44",5/25/2001 0:00:00,,"Steve Hahn",5/25/2001 0:00:00,"American Camp:  along the trail to Mount Finlayson-- 200 yards east of Jakle's Lagoon parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/500140/5367775",32,"Growing along an old gravel road in compacted soil-- full sun",2,250,"gravel","Trifolium dubium/Hypochaeris radicata/Aira praecox/Aira caryophyllea","SAJH",5367775,500140,,"",,"Lupinus bicolor ssp. bicolor"
"SAJH  230284","SAJH-00081","Fabaceae","Lupinus bicolor ssp. bicolor Lindl.","two colored lupine","Steve Hahn","333",5/25/2001 0:00:00,,"Steve Hahn",5/25/2001 0:00:00,"American Camp:  along the trail to Mount Finlayson-- 200 yards east of Jakle's Lagoon parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/500140/5367775",32,"Growing along an old gravel road in compacted soil-- full sun",2,250,"gravel","Trifolium dubium/Hypochaeris radicata/Aira praecox/Aira caryophyllea","SAJH",5367775,500140,,"",,"Lupinus bicolor ssp. bicolor"
"SAJH  230285","SAJH-00081","Fabaceae","Lupinus littoralis Dougl.","seashore lupine","Teresa DeKoker","12",6/6/2001 0:00:00,,"Steve Hahn",6/7/2001 0:00:00,"American Camp:  approx. 100m north of Grandma's Cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498280/5367355",30,"Prairie dominated by non-native grasses",5,190,"mineral soil","Bromus sp.","SAJH",5367355,498280,,"",,"Lupinus littoralis"
"SAJH  230286","SAJH-00081","Fabaceae","Lupinus littoralis Dougl.","seashore lupine","Steve Hahn","33",5/24/2001 0:00:00,,"Steve Hahn",5/24/2001 0:00:00,"American Camp:  east of Pickett's Lane in the sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/500230/5367230",34,"Swales between sand dunes-- partially protected from the wind and shifting sands-- full sun",8,299,"sand","Circium arvense/Bromus sp.","SAJH",5367230,500230,,"",,"Lupinus littoralis"
"SAJH  230287","SAJH-00081","Fabaceae","Lupinus littoralis Dougl.","seashore lupine","Steve Hahn","328",5/24/2001 0:00:00,,"Steve Hahn",5/24/2001 0:00:00,"American Camp:  east of Pickett's Lane in the sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/500230/5367230",34,"Swales between sand dunes-- partially protected from the wind and shifting sands-- full sun",8,299,"sand","Circium arvense/Bromus sp.","SAJH",5367230,500230,,"",,"Lupinus littoralis"
"SAJH  230288","SAJH-00081","Fabaceae","Lupinus densiflorus var. densiflorus Benth.","whitewhorl lupine","Steve Hahn","115",6/8/2001 0:00:00,,"Steve Hahn",6/8/2001 0:00:00,"American Camp:  along the bluff trail-- one cove east of Grandma's cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498460/5367180",15,"Top of bluffs along coast-- moderatly flat-- full sun",12,180,"mineral soil","Bromus sp./Holcus lanatus/Circium arvense+P315","SAJH",5367180,498460,,"",,"Lupinus densiflorus var. densiflorus"
"SAJH  230289","SAJH-00081","Juncaceae","Luzula multiflora var. multiflora (Ehrh.) Lej.","common woodrush","Steve Hahn","21",5/23/2001 0:00:00,,"Steve Hahn",5/23/2001 0:00:00,"American Camp:  north of the redoubt road in the meadow","San Juan Island National Historical Park","SAN JUAN","WA","10/499575/5367925",46,"Prairie dominated by non-native grasses-- interspersed with patches of native plants",12,19,"mineral soil","Poa pratensis/Zygadenus venenosus/Carex sp./Fritillaria lanceolata","SAJH",5367925,499575,,"",,"Luzula multiflora var. multiflora"
"SAJH  230290","SAJH-00081","Juncaceae","Luzula multiflora var. multiflora (Ehrh.) Lej.","common woodrush","Steve Hahn","149",6/15/2001 0:00:00,,"Steve Hahn",6/16/2001 0:00:00,"English Camp:  Bell Point trail","San Juan Island National Historical Park","SAN JUAN","WA","10/488420/5381930",8,"Coniferous forest-- on top of bluff above the water-- forest dominated by Douglas fir and Madronna-- partial sun",8,241,"mineral soil","Madia madioides/Rosa gymnocarpa/Gaultheria shallon","SAJH",5381930,488420,,"",,"Luzula multiflora var. multiflora"
"SAJH  230291","SAJH-00081","Juncaceae","Luzula multiflora var. multiflora (Ehrh.) Lej.","common woodrush","Teresa DeKoker","138",7/17/2001 0:00:00,,"Steve Hahn",10/29/2001 0:00:00,"American Camp:  North of the entrance to the Visitor's Center","San Juan Island National Historical Park","SAN JUAN","WA","10/497917/5368027",46,"Meadow with tree and shrub encroachement",1,316,"mineral soil","Rubus ursinus/Pinus contorta/Carex aurea/Anthoxanthum odoratum","SAJH",5368027,497917,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Luzula multiflora var. multiflora"
"SAJH  230292","SAJH-00081","Juncaceae","Luzula multiflora var. multiflora (Ehrh.) Lej.","common woodrush","Steve Hahn","416",6/15/2001 0:00:00,,"Steve Hahn",6/16/2001 0:00:00,"English Camp:  Bell Point trail","San Juan Island National Historical Park","SAN JUAN","WA","10/488420/5381930",8,"Coniferous forest-- on top of bluff above the water-- forest dominated by Douglas fir and Madronna-- partial sun",8,241,"mineral soil","Madia madioides/Rosa gymnocarpa/Gaultheria shallon","SAJH",5381930,488420,,"",,"Luzula multiflora var. multiflora"
"SAJH  230293","SAJH-00081","Juncaceae","Luzula multiflora var. multiflora (Ehrh.) Lej.","common woodrush","Steve Hahn","417",5/23/2001 0:00:00,,"Steve Hahn",5/23/2001 0:00:00,"American Camp:  north of the redoubt road in the meadow","San Juan Island National Historical Park","SAN JUAN","WA","10/499575/5367925",46,"Prairie dominated by non-native grasses-- interspersed with patches of native plants",12,19,"mineral soil","Poa pratensis/Zygadenus venenosus/Carex sp./Fritillaria lanceolata","SAJH",5367925,499575,,"",,"Luzula multiflora var. multiflora"
"SAJH  230294","SAJH-00081","Juncaceae","Luzula multiflora var. multiflora (Ehrh.) Lej.","common woodrush","Steve Hahn","418",7/17/2001 0:00:00,,"Steve Hahn",10/29/2001 0:00:00,"American Camp:  north of the entrance to the Visitor's Center","San Juan Island National Historical Park","SAN JUAN","WA","10/497917/5368027",46,"Meadow with tree and shrub encroachement",1,316,"mineral soil","Rubus ursinus/Pinus contorta/Carex aurea/Anthoxanthum odoratum","SAJH",5368027,497917,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Luzula multiflora var. multiflora"
"SAJH  230295","SAJH-00081","Caryophyllaceae","Lychnis coronaria (L.) Desr.","rose campion","Teresa DeKoker","92",6/25/2001 0:00:00,,"Steve Hahn",6/25/2001 0:00:00,"American Camp:  South Beach roadside","San Juan Island National Historical Park","SAN JUAN","WA","10/499733/5367090",3,"Disturbed road edge dominated by compacted gravel and litter-- full sun",1,182,"gravel","Bromus sp./Abronia latifolia","SAJH",5367090,499733,,"",,"Lychnis coronaria"
"SAJH  230296","SAJH-00081","Asteraceae","Madia madioides (Nutt.) Greene","woodland tarweed","Steve Hahn","146",6/15/2001 0:00:00,,"Steve Hahn",6/15/2001 0:00:00,"English Camp:  along the trail to Bell Point-- near the Parade Grounds","San Juan Island National Historical Park","SAN JUAN","WA","10/488622/5381608",7,"Forest meadow-- partial shade-- adjacent bluffs",17,227,"mineral soil","Cynosorus echinata/Holcus lanatus/Trifolium dubium","SAJH",5381608,488622,,"",,"Madia madioides"
"SAJH  230297","SAJH-00081","Liliaceae","Maianthemum dilatatum (Wood) Nels. & Macbr.","false lily of the vally","Steve Hahn","190",6/27/2001 0:00:00,,"Steve Hahn",6/27/2001 0:00:00,"American Camp:  alder grove-- across the street from the entrance to 4th of July Beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499326/5368127",14,"Deciduous forest with a very thick shrub layer in the understory-- full shade",9,342,"mineral soil","Rubus spectabilis/Galium triflorum/Urtica dioica","SAJH",5368127,499326,,"",,"Maianthemum dilatatum"
"SAJH  230298","SAJH-00081","Liliaceae","Maianthemum dilatatum (Wood) Nels. & Macbr.","false lily of the vally","Steve Hahn","412",6/27/2001 0:00:00,,"Steve Hahn",6/27/2001 0:00:00,"American Camp:  alder grove-- across the street from the entrance to 4th of July Beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499326/5368127",14,"Deciduous forest with a very thick shrub layer in the understory-- full shade",9,342,"mineral soil","Rubus spectabilis/Galium triflorum/Urtica dioica","SAJH",5368127,499326,,"",,"Maianthemum dilatatum"
"SAJH  230299","SAJH-00081","Rosaceae","Malus fusca (Raf.) Schneid.","Oregon crabapple","Steve Hahn","171",6/26/2001 0:00:00,,"Steve Hahn",6/26/2001 0:00:00,"American Camp:  4th of July Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499650/5368320",8,"Thicket of shrubs along the edge of a wetland-- partial sun",0,0,"mineral soil","Cornus sericea/Lonicera involucrata/Ranunculus repens/Cornus sericea","SAJH",5368320,499650,,"",,"Malus fusca"
"SAJH  230300","SAJH-00081","Rosaceae","Malus fusca (Raf.) Schneid.","Oregon crabapple","Steve Hahn","40",4/25/2001 0:00:00,,"Steve Hahn",9/19/2001 0:00:00,"American Camp:  east of Pickett's Lane in the sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5367380",26,"Scattered-- windswept thickets-- occuring in swales between sand dunes-- full sun",2,198,"sand","Ribes divaricata/Camissonia contorta","SAJH",5367380,500075,,"",,"Malus fusca"
"SAJH  230301","SAJH-00081","Cucurbitaceae","Marah oreganus (T. & G.) Howell","western wildcucumber","Steve Hahn","57",5/29/2001 0:00:00,,"Steve Hahn",5/29/2001 0:00:00,"English Camp:  Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489505/5381150",82,"Growing on a Juniperus scopulorum tree",16,271,"mineral soil","Juniperus scopulorum","SAJH",5381150,489505,,"",,"Marah oreganus"
"SAJH  230302","SAJH-00081","Cucurbitaceae","Marah oreganus (T. & G.) Howell","western wildcucumber","Steve Hahn","366",5/29/2001 0:00:00,,"Steve Hahn",5/29/2001 0:00:00,"English Camp:  Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489505/5381150",82,"Growing on a Juniperus scopulorum tree",16,271,"mineral soil","Juniperus scopulorum","SAJH",5381150,489505,,"",,"Marah oreganus"
"SAJH  230303","SAJH-00081","Lamiaceae","Marrubium vulgare L.","horehound","Teresa DeKoker","141",7/18/2001 0:00:00,,"Steve Hahn",7/18/2001 0:00:00,"American Camp:  turnout along the Cattle Point road below Mt. Finlayson","San Juan Island National Historical Park","SAN JUAN","WA","10/500539/5367158",58,"Disturbed roadside-- compacted gravel",40,200,"mineral soil","Holcus lanatus/Circium vulgare/Bromus rigidus","SAJH",5367158,500539,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Marrubium vulgare"
"SAJH  230304","SAJH-00081","Asteraceae","Matricaria discoidea DC.","pineapple weed","Steve Hahn","154",6/21/2001 0:00:00,,"Teresa DeKoker",6/22/2001 0:00:00,"American Camp:  South Beach-- 5 meters above the high tide line","San Juan Island National Historical Park","SAN JUAN","WA","10/499675/5367050",3,"Parking lot area-- disturbed soil",0,180,"mineral soil","Vulpia sp.","SAJH",5367050,499675,,"",,"Matricaria discoidea"
"SAJH  230305","SAJH-00081","Fabaceae","Medicago sativa L.","alfalfa","Teresa DeKoker","170",8/9/2001 0:00:00,,"Teresa DeKoker",8/17/2001 0:00:00,"American Camp:  trail from the Visitor Center to the Officers' Quarters","San Juan Island National Historical Park","SAN JUAN","WA","10/498447/5367889",49,"Disturbed edge of an old road",2,220,"mineral soil","Holcus lanatus/Hypochaeris radicata","SAJH",5367889,498447,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Medicago sativa"
"SAJH  230306","SAJH-00081","Fabaceae","Melilotus alba (Desr.)","white sweetclover","Steve Hahn","206",7/2/2001 0:00:00,,"Steve Hahn",7/2/2001 0:00:00,"American Camp:  South Beach parking area-- west end","San Juan Island National Historical Park","SAN JUAN","WA","10/499525/5367080",5,"Compacted gravel roadside-- full sun",0,185,"gravel","Holcus lanatus/Circium arvense/Verbascum thapsus","SAJH",5367080,499525,,"",,"Melilotus alba"
"SAJH  230307","SAJH-00081","Fabaceae","Melilotus alba (Desr.)","white sweetclover","Steve Hahn","376",7/2/2001 0:00:00,,"Steve Hahn",7/2/2001 0:00:00,"American Camp:  South Beach parking area--west end","San Juan Island National Historical Park","SAN JUAN","WA","10/499525/5367080",5,"Compacted gravel roadside-- full sun",0,185,"gravel","Holcus lanatus/Circium arvense/Verbascum thapsus","SAJH",5367080,499525,,"",,"Melilotus alba"
"SAJH  230308","SAJH-00081","Lamiaceae","Mentha arvensis L.","field mint","Teresa DeKoker","137",7/16/2001 0:00:00,,"Teresa DeKoker",7/17/2001 0:00:00,"American Camp:  wetland in the northwest corner of the park","San Juan Island National Historical Park","SAN JUAN","WA","10/497924/5368395",44,"Seasonally inundated wetland-- full sun",1,137,"mineral soil","Holcus lanatus/Poa trivialis/Veronica scutellata","SAJH",5368395,497924,,"",,"Mentha arvensis"
"SAJH  230309","SAJH-00081","Lamiaceae","Mentha arvensis L.","field mint","Steve Hahn","363",7/16/2001 0:00:00,,"Teresa DeKoker",7/17/2001 0:00:00,"American Camp:  wetland in the northwest corner of the park","San Juan Island National Historical Park","SAN JUAN","WA","10/497924/5368395",44,"Seasonally inundated wetland-- full sun",1,137,"mineral soil","Holcus lanatus/Poa trivialis/Veronica scutellata","SAJH",5368395,497924,,"",,"Mentha arvensis"
"SAJH  230310","SAJH-00081","Scrophulariaceae","Mimulus guttatus DC.","western monkeyflower","Steve Hahn","216",7/10/2001 0:00:00,,"Steve Hahn",7/10/2001 0:00:00,"American Camp:  west end of Grandma's Cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498114/5367329",9,"Growing around a small spring-- seeping out of a bedrock cliff-- just above the beach",120,158,"mineral soil","Holcus lanatus/Juncus effusus","SAJH",5367329,498114,,"",,"Mimulus guttatus"
"SAJH  230311","SAJH-00081","Caryophyllaceae","Moehringia macrophylla Hook.","largeleaf sandwort","Steve Hahn","87",5/30/2001 0:00:00,,"Steve Hahn",5/30/2001 0:00:00,"English Camp:  along the trail to Young Hill in a Pseudotsuga and Arbutus dominated forest","San Juan Island National Historical Park","SAN JUAN","WA","10/489510/5381154",131,"Growing along the trail in partial shade",4,320,"mineral soil","Erythronium oreganum/Montia parviflora/Holodiscus discolor/Moss sp.","SAJH",5381154,489510,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Moehringia macrophylla"
"SAJH  230312","SAJH-00081","Caryophyllaceae","Moehringia macrophylla Hook.","largeleaf sandwort","Steve Hahn","338",5/30/2001 0:00:00,,"Steve Hahn",5/30/2001 0:00:00,"English Camp:  along the trail to Young Hill in a Pseudotsuga and Arbutus dominated forest","San Juan Island National Historical Park","SAN JUAN","WA","10/489510/5381154",131,"Growing along the trail in partial shade",4,320,"mineral soil","Erythronium oreganum/Montia parviflora/Holodiscus discolor/Moss sp.","SAJH",5381154,489510,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Moehringia macrophylla"
"SAJH  230313","SAJH-00081","Ericaceae","Monotropa uniflora L.","Indianpipe","Steve Hahn","260",8/3/2001 0:00:00,,"Steve Hahn",8/3/2001 0:00:00,"American Camp:  trail to Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500641/5367712",12,"Coniferous forest-- dominated by grand fir and western hemlock",13,77,"mineral soil","Tiarella trifoliata/Polystichum munitum/Symhoricarpus alba/Holodiscus discolor","SAJH",5367712,500641,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Monotropa uniflora"
"SAJH  230314","SAJH-00081","Portulacaceae","Montia parvifolia ssp. flagellaris (Bong.) Ferris","littleleaf minerslettuce","Steve Hahn","84",5/30/2001 0:00:00,,"Steve Hahn",5/30/2001 0:00:00,"English Camp:  along the trail to Young Hill-- past the cemetary-- in the forest","San Juan Island National Historical Park","SAN JUAN","WA","10/489510/5381154",128,"Moss covered-- damp-- rock outcroppings below a forest canopy dominated my arbutus and Douglas fir",65,323,"soil/moss","Polypodium glycerrhiza/Heuchera micrantha/Moss sp./Erythronium oreganum","SAJH",5381154,489510,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Montia parvifolia ssp. flagellaris"
